number,name,type1,type2,total,hp,attack,defense,sp_atk,sp_def,speed,legendary,generation,image_url
701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,FALSE,6,https://img.pokemondb.net/sprites/home/normal/hawlucha.png
702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,FALSE,6,https://img.pokemondb.net/sprites/home/normal/dedenne.png
703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,FALSE,6,https://img.pokemondb.net/sprites/home/normal/carbink.png
704,Goomy,Dragon,NA,300,45,50,35,55,75,40,FALSE,6,https://img.pokemondb.net/sprites/home/normal/goomy.png
705,Sliggoo,Dragon,NA,452,68,75,53,83,113,60,FALSE,6,https://img.pokemondb.net/sprites/home/normal/sliggoo.png
705,Sliggoo Hisuian Sliggoo,Dragon,Steel,452,58,75,83,83,113,40,FALSE,6,https://img.pokemondb.net/sprites/home/normal/sliggoo-hisuian-sliggoo.png
706,Goodra,Dragon,NA,600,90,100,70,110,150,80,FALSE,6,https://img.pokemondb.net/sprites/home/normal/goodra.png
706,Goodra Hisuian Goodra,Dragon,Steel,600,80,100,100,110,150,60,FALSE,6,https://img.pokemondb.net/sprites/home/normal/goodra-hisuian-goodra.png
707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,FALSE,6,https://img.pokemondb.net/sprites/home/normal/klefki.png
708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,FALSE,6,https://img.pokemondb.net/sprites/home/normal/phantump.png
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,FALSE,6,https://img.pokemondb.net/sprites/home/normal/trevenant.png
710,Pumpkaboo Average Size,Ghost,Grass,335,49,66,70,44,55,51,FALSE,6,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-average-size.png
710,Pumpkaboo Small Size,Ghost,Grass,335,44,66,70,44,55,56,FALSE,6,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-small-size.png
710,Pumpkaboo Large Size,Ghost,Grass,335,54,66,70,44,55,46,FALSE,6,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-large-size.png
710,Pumpkaboo Super Size,Ghost,Grass,335,59,66,70,44,55,41,FALSE,6,https://img.pokemondb.net/sprites/home/normal/pumpkaboo-super-size.png
711,Gourgeist Average Size,Ghost,Grass,494,65,90,122,58,75,84,FALSE,6,https://img.pokemondb.net/sprites/home/normal/gourgeist-average-size.png
711,Gourgeist Small Size,Ghost,Grass,494,55,85,122,58,75,99,FALSE,6,https://img.pokemondb.net/sprites/home/normal/gourgeist-small-size.png
711,Gourgeist Large Size,Ghost,Grass,494,75,95,122,58,75,69,FALSE,6,https://img.pokemondb.net/sprites/home/normal/gourgeist-large-size.png
711,Gourgeist Super Size,Ghost,Grass,494,85,100,122,58,75,54,FALSE,6,https://img.pokemondb.net/sprites/home/normal/gourgeist-super-size.png
712,Bergmite,Ice,NA,304,55,69,85,32,35,28,FALSE,6,https://img.pokemondb.net/sprites/home/normal/bergmite.png
713,Avalugg,Ice,NA,514,95,117,184,44,46,28,FALSE,6,https://img.pokemondb.net/sprites/home/normal/avalugg.png
713,Avalugg Hisuian Avalugg,Ice,Rock,514,95,127,184,34,36,38,FALSE,6,https://img.pokemondb.net/sprites/home/normal/avalugg-hisuian-avalugg.png
714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,FALSE,6,https://img.pokemondb.net/sprites/home/normal/noibat.png
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,FALSE,6,https://img.pokemondb.net/sprites/home/normal/noivern.png
716,Xerneas,Fairy,NA,680,126,131,95,131,98,99,TRUE,6,https://img.pokemondb.net/sprites/home/normal/xerneas.png
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,TRUE,6,https://img.pokemondb.net/sprites/home/normal/yveltal.png
718,Zygarde50% Forme,Dragon,Ground,600,108,100,121,81,95,95,FALSE,6,https://img.pokemondb.net/sprites/home/normal/zygarde50%-forme.png
718,Zygarde10% Forme,Dragon,Ground,486,54,100,71,61,85,115,FALSE,6,https://img.pokemondb.net/sprites/home/normal/zygarde10%-forme.png
718,Zygarde Complete Forme,Dragon,Ground,708,216,100,121,91,95,85,FALSE,6,https://img.pokemondb.net/sprites/home/normal/zygarde-complete-forme.png
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,TRUE,6,https://img.pokemondb.net/sprites/home/normal/diancie.png
719,Diancie Mega Diancie,Rock,Fairy,700,50,160,110,160,110,110,FALSE,6,https://img.pokemondb.net/sprites/home/normal/diancie-mega-diancie.png
720,Hoopa Hoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,FALSE,6,https://img.pokemondb.net/sprites/home/normal/hoopa-hoopa-confined.png
720,Hoopa Hoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,FALSE,6,https://img.pokemondb.net/sprites/home/normal/hoopa-hoopa-unbound.png
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,TRUE,6,https://img.pokemondb.net/sprites/home/normal/volcanion.png
722,Rowlet,Grass,Flying,320,68,55,55,50,50,42,FALSE,7,https://img.pokemondb.net/sprites/home/normal/rowlet.png
723,Dartrix,Grass,Flying,420,78,75,75,70,70,52,FALSE,7,https://img.pokemondb.net/sprites/home/normal/dartrix.png
724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,FALSE,7,https://img.pokemondb.net/sprites/home/normal/decidueye.png
724,Decidueye Hisuian Decidueye,Grass,Fighting,530,88,112,80,95,95,60,FALSE,7,https://img.pokemondb.net/sprites/home/normal/decidueye-hisuian-decidueye.png
725,Litten,Fire,NA,320,45,65,40,60,40,70,FALSE,7,https://img.pokemondb.net/sprites/home/normal/litten.png
726,Torracat,Fire,NA,420,65,85,50,80,50,90,FALSE,7,https://img.pokemondb.net/sprites/home/normal/torracat.png
727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,FALSE,7,https://img.pokemondb.net/sprites/home/normal/incineroar.png
728,Popplio,Water,NA,320,50,54,54,66,56,40,FALSE,7,https://img.pokemondb.net/sprites/home/normal/popplio.png
729,Brionne,Water,NA,420,60,69,69,91,81,50,FALSE,7,https://img.pokemondb.net/sprites/home/normal/brionne.png
730,Primarina,Water,Fairy,530,80,74,74,126,116,60,FALSE,7,https://img.pokemondb.net/sprites/home/normal/primarina.png
731,Pikipek,Normal,Flying,265,35,75,30,30,30,65,FALSE,7,https://img.pokemondb.net/sprites/home/normal/pikipek.png
732,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,FALSE,7,https://img.pokemondb.net/sprites/home/normal/trumbeak.png
733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,FALSE,7,https://img.pokemondb.net/sprites/home/normal/toucannon.png
734,Yungoos,Normal,NA,253,48,70,30,30,30,45,FALSE,7,https://img.pokemondb.net/sprites/home/normal/yungoos.png
735,Gumshoos,Normal,NA,418,88,110,60,55,60,45,FALSE,7,https://img.pokemondb.net/sprites/home/normal/gumshoos.png
736,Grubbin,Bug,NA,300,47,62,45,55,45,46,FALSE,7,https://img.pokemondb.net/sprites/home/normal/grubbin.png
737,Charjabug,Bug,Electric,400,57,82,95,55,75,36,FALSE,7,https://img.pokemondb.net/sprites/home/normal/charjabug.png
738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,FALSE,7,https://img.pokemondb.net/sprites/home/normal/vikavolt.png
739,Crabrawler,Fighting,NA,338,47,82,57,42,47,63,FALSE,7,https://img.pokemondb.net/sprites/home/normal/crabrawler.png
740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,FALSE,7,https://img.pokemondb.net/sprites/home/normal/crabominable.png
741,Oricorio Baile Style,Fire,Flying,476,75,70,70,98,70,93,FALSE,7,https://img.pokemondb.net/sprites/home/normal/oricorio-baile-style.png
741,Oricorio Pom-Pom Style,Electric,Flying,476,75,70,70,98,70,93,FALSE,7,https://img.pokemondb.net/sprites/home/normal/oricorio-pom-pom-style.png
741,Oricorio Pa'u Style,Psychic,Flying,476,75,70,70,98,70,93,FALSE,7,https://img.pokemondb.net/sprites/home/normal/oricorio-pa'u-style.png
741,Oricorio Sensu Style,Ghost,Flying,476,75,70,70,98,70,93,FALSE,7,https://img.pokemondb.net/sprites/home/normal/oricorio-sensu-style.png
742,Cutiefly,Bug,Fairy,304,40,45,40,55,40,84,FALSE,7,https://img.pokemondb.net/sprites/home/normal/cutiefly.png
743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,FALSE,7,https://img.pokemondb.net/sprites/home/normal/ribombee.png
744,Rockruff,Rock,NA,280,45,65,40,30,40,60,FALSE,7,https://img.pokemondb.net/sprites/home/normal/rockruff.png
744,Rockruff Own Tempo Rockruff,Rock,NA,280,45,65,40,30,40,60,FALSE,7,https://img.pokemondb.net/sprites/home/normal/rockruff-own-tempo-rockruff.png
745,Lycanroc Midday Form,Rock,NA,487,75,115,65,55,65,112,FALSE,7,https://img.pokemondb.net/sprites/home/normal/lycanroc-midday-form.png
745,Lycanroc Midnight Form,Rock,NA,487,85,115,75,55,75,82,FALSE,7,https://img.pokemondb.net/sprites/home/normal/lycanroc-midnight-form.png
745,Lycanroc Dusk Form,Rock,NA,487,75,117,65,55,65,110,FALSE,7,https://img.pokemondb.net/sprites/home/normal/lycanroc-dusk-form.png
746,Wishiwashi Solo Form,Water,NA,175,45,20,20,25,25,40,FALSE,7,https://img.pokemondb.net/sprites/home/normal/wishiwashi-solo-form.png
746,Wishiwashi School Form,Water,NA,620,45,140,130,140,135,30,FALSE,7,https://img.pokemondb.net/sprites/home/normal/wishiwashi-school-form.png
747,Mareanie,Poison,Water,305,50,53,62,43,52,45,FALSE,7,https://img.pokemondb.net/sprites/home/normal/mareanie.png
748,Toxapex,Poison,Water,495,50,63,152,53,142,35,FALSE,7,https://img.pokemondb.net/sprites/home/normal/toxapex.png
749,Mudbray,Ground,NA,385,70,100,70,45,55,45,FALSE,7,https://img.pokemondb.net/sprites/home/normal/mudbray.png
750,Mudsdale,Ground,NA,500,100,125,100,55,85,35,FALSE,7,https://img.pokemondb.net/sprites/home/normal/mudsdale.png
751,Dewpider,Water,Bug,269,38,40,52,40,72,27,FALSE,7,https://img.pokemondb.net/sprites/home/normal/dewpider.png
752,Araquanid,Water,Bug,454,68,70,92,50,132,42,FALSE,7,https://img.pokemondb.net/sprites/home/normal/araquanid.png
753,Fomantis,Grass,NA,250,40,55,35,50,35,35,FALSE,7,https://img.pokemondb.net/sprites/home/normal/fomantis.png
754,Lurantis,Grass,NA,480,70,105,90,80,90,45,FALSE,7,https://img.pokemondb.net/sprites/home/normal/lurantis.png
755,Morelull,Grass,Fairy,285,40,35,55,65,75,15,FALSE,7,https://img.pokemondb.net/sprites/home/normal/morelull.png
756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,FALSE,7,https://img.pokemondb.net/sprites/home/normal/shiinotic.png
757,Salandit,Poison,Fire,320,48,44,40,71,40,77,FALSE,7,https://img.pokemondb.net/sprites/home/normal/salandit.png
758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,FALSE,7,https://img.pokemondb.net/sprites/home/normal/salazzle.png
759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,FALSE,7,https://img.pokemondb.net/sprites/home/normal/stufful.png
760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,FALSE,7,https://img.pokemondb.net/sprites/home/normal/bewear.png
761,Bounsweet,Grass,NA,210,42,30,38,30,38,32,FALSE,7,https://img.pokemondb.net/sprites/home/normal/bounsweet.png
762,Steenee,Grass,NA,290,52,40,48,40,48,62,FALSE,7,https://img.pokemondb.net/sprites/home/normal/steenee.png
763,Tsareena,Grass,NA,510,72,120,98,50,98,72,FALSE,7,https://img.pokemondb.net/sprites/home/normal/tsareena.png
764,Comfey,Fairy,NA,485,51,52,90,82,110,100,FALSE,7,https://img.pokemondb.net/sprites/home/normal/comfey.png
765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,FALSE,7,https://img.pokemondb.net/sprites/home/normal/oranguru.png
766,Passimian,Fighting,NA,490,100,120,90,40,60,80,FALSE,7,https://img.pokemondb.net/sprites/home/normal/passimian.png
767,Wimpod,Bug,Water,230,25,35,40,20,30,80,FALSE,7,https://img.pokemondb.net/sprites/home/normal/wimpod.png
768,Golisopod,Bug,Water,530,75,125,140,60,90,40,FALSE,7,https://img.pokemondb.net/sprites/home/normal/golisopod.png
769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,FALSE,7,https://img.pokemondb.net/sprites/home/normal/sandygast.png
770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,FALSE,7,https://img.pokemondb.net/sprites/home/normal/palossand.png
771,Pyukumuku,Water,NA,410,55,60,130,30,130,5,FALSE,7,https://img.pokemondb.net/sprites/home/normal/pyukumuku.png
772,Type: Null,Normal,NA,534,95,95,95,95,95,59,TRUE,7,https://img.pokemondb.net/sprites/home/normal/type:-null.png
773,Silvally,Normal,NA,570,95,95,95,95,95,95,TRUE,7,https://img.pokemondb.net/sprites/home/normal/silvally.png
774,Minior Meteor Form,Rock,Flying,440,60,60,100,60,100,60,FALSE,7,https://img.pokemondb.net/sprites/home/normal/minior-meteor-form.png
774,Minior Core Form,Rock,Flying,500,60,100,60,100,60,120,FALSE,7,https://img.pokemondb.net/sprites/home/normal/minior-core-form.png
775,Komala,Normal,NA,480,65,115,65,75,95,65,FALSE,7,https://img.pokemondb.net/sprites/home/normal/komala.png
776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,FALSE,7,https://img.pokemondb.net/sprites/home/normal/turtonator.png
777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,FALSE,7,https://img.pokemondb.net/sprites/home/normal/togedemaru.png
778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,FALSE,7,https://img.pokemondb.net/sprites/home/normal/mimikyu.png
779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,FALSE,7,https://img.pokemondb.net/sprites/home/normal/bruxish.png
780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,FALSE,7,https://img.pokemondb.net/sprites/home/normal/drampa.png
781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,FALSE,7,https://img.pokemondb.net/sprites/home/normal/dhelmise.png
782,Jangmo-o,Dragon,NA,300,45,55,65,45,45,45,FALSE,7,https://img.pokemondb.net/sprites/home/normal/jangmo-o.png
783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,FALSE,7,https://img.pokemondb.net/sprites/home/normal/hakamo-o.png
784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,FALSE,7,https://img.pokemondb.net/sprites/home/normal/kommo-o.png
785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,TRUE,7,https://img.pokemondb.net/sprites/home/normal/tapu-koko.png
786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,TRUE,7,https://img.pokemondb.net/sprites/home/normal/tapu-lele.png
787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,TRUE,7,https://img.pokemondb.net/sprites/home/normal/tapu-bulu.png
788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,TRUE,7,https://img.pokemondb.net/sprites/home/normal/tapu-fini.png
789,Cosmog,Psychic,NA,200,43,29,31,29,31,37,TRUE,7,https://img.pokemondb.net/sprites/home/normal/cosmog.png
790,Cosmoem,Psychic,NA,400,43,29,131,29,131,37,TRUE,7,https://img.pokemondb.net/sprites/home/normal/cosmoem.png
791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,TRUE,7,https://img.pokemondb.net/sprites/home/normal/solgaleo.png
792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,TRUE,7,https://img.pokemondb.net/sprites/home/normal/lunala.png
793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,TRUE,7,https://img.pokemondb.net/sprites/home/normal/nihilego.png
794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,TRUE,7,https://img.pokemondb.net/sprites/home/normal/buzzwole.png
795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,TRUE,7,https://img.pokemondb.net/sprites/home/normal/pheromosa.png
796,Xurkitree,Electric,NA,570,83,89,71,173,71,83,TRUE,7,https://img.pokemondb.net/sprites/home/normal/xurkitree.png
797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,TRUE,7,https://img.pokemondb.net/sprites/home/normal/celesteela.png
798,Kartana,Grass,Steel,570,59,181,131,59,31,109,TRUE,7,https://img.pokemondb.net/sprites/home/normal/kartana.png
799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,TRUE,7,https://img.pokemondb.net/sprites/home/normal/guzzlord.png
800,Necrozma,Psychic,NA,600,97,107,101,127,89,79,TRUE,7,https://img.pokemondb.net/sprites/home/normal/necrozma.png
800,Necrozma Dusk Mane Necrozma,Psychic,Steel,680,97,157,127,113,109,77,FALSE,7,https://img.pokemondb.net/sprites/home/normal/necrozma-dusk-mane-necrozma.png
800,Necrozma Dawn Wings Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,FALSE,7,https://img.pokemondb.net/sprites/home/normal/necrozma-dawn-wings-necrozma.png
800,Necrozma Ultra Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,FALSE,7,https://img.pokemondb.net/sprites/home/normal/necrozma-ultra-necrozma.png
801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,TRUE,7,https://img.pokemondb.net/sprites/home/normal/magearna.png
802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,TRUE,7,https://img.pokemondb.net/sprites/home/normal/marshadow.png
803,Poipole,Poison,NA,420,67,73,67,73,67,73,TRUE,7,https://img.pokemondb.net/sprites/home/normal/poipole.png
804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,TRUE,7,https://img.pokemondb.net/sprites/home/normal/naganadel.png
805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,TRUE,7,https://img.pokemondb.net/sprites/home/normal/stakataka.png
806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,TRUE,7,https://img.pokemondb.net/sprites/home/normal/blacephalon.png
807,Zeraora,Electric,NA,600,88,112,75,102,80,143,TRUE,7,https://img.pokemondb.net/sprites/home/normal/zeraora.png
808,Meltan,Steel,NA,300,46,65,65,55,35,34,TRUE,7,https://img.pokemondb.net/sprites/home/normal/meltan.png
809,Melmetal,Steel,NA,600,135,143,143,80,65,34,TRUE,7,https://img.pokemondb.net/sprites/home/normal/melmetal.png
810,Grookey,Grass,NA,310,50,65,50,40,40,65,FALSE,8,https://img.pokemondb.net/sprites/home/normal/grookey.png
811,Thwackey,Grass,NA,420,70,85,70,55,60,80,FALSE,8,https://img.pokemondb.net/sprites/home/normal/thwackey.png
812,Rillaboom,Grass,NA,530,100,125,90,60,70,85,FALSE,8,https://img.pokemondb.net/sprites/home/normal/rillaboom.png
813,Scorbunny,Fire,NA,310,50,71,40,40,40,69,FALSE,8,https://img.pokemondb.net/sprites/home/normal/scorbunny.png
814,Raboot,Fire,NA,420,65,86,60,55,60,94,FALSE,8,https://img.pokemondb.net/sprites/home/normal/raboot.png
815,Cinderace,Fire,NA,530,80,116,75,65,75,119,FALSE,8,https://img.pokemondb.net/sprites/home/normal/cinderace.png
816,Sobble,Water,NA,310,50,40,40,70,40,70,FALSE,8,https://img.pokemondb.net/sprites/home/normal/sobble.png
817,Drizzile,Water,NA,420,65,60,55,95,55,90,FALSE,8,https://img.pokemondb.net/sprites/home/normal/drizzile.png
818,Inteleon,Water,NA,530,70,85,65,125,65,120,FALSE,8,https://img.pokemondb.net/sprites/home/normal/inteleon.png
819,Skwovet,Normal,NA,275,70,55,55,35,35,25,FALSE,8,https://img.pokemondb.net/sprites/home/normal/skwovet.png
820,Greedent,Normal,NA,460,120,95,95,55,75,20,FALSE,8,https://img.pokemondb.net/sprites/home/normal/greedent.png
821,Rookidee,Flying,NA,245,38,47,35,33,35,57,FALSE,8,https://img.pokemondb.net/sprites/home/normal/rookidee.png
822,Corvisquire,Flying,NA,365,68,67,55,43,55,77,FALSE,8,https://img.pokemondb.net/sprites/home/normal/corvisquire.png
823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,FALSE,8,https://img.pokemondb.net/sprites/home/normal/corviknight.png
824,Blipbug,Bug,NA,180,25,20,20,25,45,45,FALSE,8,https://img.pokemondb.net/sprites/home/normal/blipbug.png
825,Dottler,Bug,Psychic,335,50,35,80,50,90,30,FALSE,8,https://img.pokemondb.net/sprites/home/normal/dottler.png
826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,FALSE,8,https://img.pokemondb.net/sprites/home/normal/orbeetle.png
827,Nickit,Dark,NA,245,40,28,28,47,52,50,FALSE,8,https://img.pokemondb.net/sprites/home/normal/nickit.png
828,Thievul,Dark,NA,455,70,58,58,87,92,90,FALSE,8,https://img.pokemondb.net/sprites/home/normal/thievul.png
829,Gossifleur,Grass,NA,250,40,40,60,40,60,10,FALSE,8,https://img.pokemondb.net/sprites/home/normal/gossifleur.png
830,Eldegoss,Grass,NA,460,60,50,90,80,120,60,FALSE,8,https://img.pokemondb.net/sprites/home/normal/eldegoss.png
831,Wooloo,Normal,NA,270,42,40,55,40,45,48,FALSE,8,https://img.pokemondb.net/sprites/home/normal/wooloo.png
832,Dubwool,Normal,NA,490,72,80,100,60,90,88,FALSE,8,https://img.pokemondb.net/sprites/home/normal/dubwool.png
833,Chewtle,Water,NA,284,50,64,50,38,38,44,FALSE,8,https://img.pokemondb.net/sprites/home/normal/chewtle.png
834,Drednaw,Water,Rock,485,90,115,90,48,68,74,FALSE,8,https://img.pokemondb.net/sprites/home/normal/drednaw.png
835,Yamper,Electric,NA,270,59,45,50,40,50,26,FALSE,8,https://img.pokemondb.net/sprites/home/normal/yamper.png
836,Boltund,Electric,NA,490,69,90,60,90,60,121,FALSE,8,https://img.pokemondb.net/sprites/home/normal/boltund.png
837,Rolycoly,Rock,NA,240,30,40,50,40,50,30,FALSE,8,https://img.pokemondb.net/sprites/home/normal/rolycoly.png
838,Carkol,Rock,Fire,410,80,60,90,60,70,50,FALSE,8,https://img.pokemondb.net/sprites/home/normal/carkol.png
839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,FALSE,8,https://img.pokemondb.net/sprites/home/normal/coalossal.png
840,Applin,Grass,Dragon,260,40,40,80,40,40,20,FALSE,8,https://img.pokemondb.net/sprites/home/normal/applin.png
841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,FALSE,8,https://img.pokemondb.net/sprites/home/normal/flapple.png
842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,FALSE,8,https://img.pokemondb.net/sprites/home/normal/appletun.png
843,Silicobra,Ground,NA,315,52,57,75,35,50,46,FALSE,8,https://img.pokemondb.net/sprites/home/normal/silicobra.png
844,Sandaconda,Ground,NA,510,72,107,125,65,70,71,FALSE,8,https://img.pokemondb.net/sprites/home/normal/sandaconda.png
845,Cramorant,Flying,Water,475,70,85,55,85,95,85,FALSE,8,https://img.pokemondb.net/sprites/home/normal/cramorant.png
846,Arrokuda,Water,NA,280,41,63,40,40,30,66,FALSE,8,https://img.pokemondb.net/sprites/home/normal/arrokuda.png
847,Barraskewda,Water,NA,490,61,123,60,60,50,136,FALSE,8,https://img.pokemondb.net/sprites/home/normal/barraskewda.png
848,Toxel,Electric,Poison,242,40,38,35,54,35,40,FALSE,8,https://img.pokemondb.net/sprites/home/normal/toxel.png
849,Toxtricity Low Key Form,Electric,Poison,502,75,98,70,114,70,75,FALSE,8,https://img.pokemondb.net/sprites/home/normal/toxtricity-low-key-form.png
849,Toxtricity Amped Form,Electric,Poison,502,75,98,70,114,70,75,FALSE,8,https://img.pokemondb.net/sprites/home/normal/toxtricity-amped-form.png
850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,45,FALSE,8,https://img.pokemondb.net/sprites/home/normal/sizzlipede.png
851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,FALSE,8,https://img.pokemondb.net/sprites/home/normal/centiskorch.png
852,Clobbopus,Fighting,NA,310,50,68,60,50,50,32,FALSE,8,https://img.pokemondb.net/sprites/home/normal/clobbopus.png
853,Grapploct,Fighting,NA,480,80,118,90,70,80,42,FALSE,8,https://img.pokemondb.net/sprites/home/normal/grapploct.png
854,Sinistea,Ghost,NA,308,40,45,45,74,54,50,FALSE,8,https://img.pokemondb.net/sprites/home/normal/sinistea.png
855,Polteageist,Ghost,NA,508,60,65,65,134,114,70,FALSE,8,https://img.pokemondb.net/sprites/home/normal/polteageist.png
856,Hatenna,Psychic,NA,265,42,30,45,56,53,39,FALSE,8,https://img.pokemondb.net/sprites/home/normal/hatenna.png
857,Hattrem,Psychic,NA,370,57,40,65,86,73,49,FALSE,8,https://img.pokemondb.net/sprites/home/normal/hattrem.png
858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,FALSE,8,https://img.pokemondb.net/sprites/home/normal/hatterene.png
859,Impidimp,Dark,Fairy,265,45,45,30,55,40,50,FALSE,8,https://img.pokemondb.net/sprites/home/normal/impidimp.png
860,Morgrem,Dark,Fairy,370,65,60,45,75,55,70,FALSE,8,https://img.pokemondb.net/sprites/home/normal/morgrem.png
861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,FALSE,8,https://img.pokemondb.net/sprites/home/normal/grimmsnarl.png
862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,FALSE,8,https://img.pokemondb.net/sprites/home/normal/obstagoon.png
863,Perrserker,Steel,NA,440,70,110,100,50,60,50,FALSE,8,https://img.pokemondb.net/sprites/home/normal/perrserker.png
864,Cursola,Ghost,NA,510,60,95,50,145,130,30,FALSE,8,https://img.pokemondb.net/sprites/home/normal/cursola.png
865,Sirfetch'd,Fighting,NA,507,62,135,95,68,82,65,FALSE,8,https://img.pokemondb.net/sprites/home/normal/sirfetch'd.png
866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,FALSE,8,https://img.pokemondb.net/sprites/home/normal/mr.-rime.png
867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,FALSE,8,https://img.pokemondb.net/sprites/home/normal/runerigus.png
868,Milcery,Fairy,NA,270,45,40,40,50,61,34,FALSE,8,https://img.pokemondb.net/sprites/home/normal/milcery.png
869,Alcremie,Fairy,NA,495,65,60,75,110,121,64,FALSE,8,https://img.pokemondb.net/sprites/home/normal/alcremie.png
870,Falinks,Fighting,NA,470,65,100,100,70,60,75,FALSE,8,https://img.pokemondb.net/sprites/home/normal/falinks.png
871,Pincurchin,Electric,NA,435,48,101,95,91,85,15,FALSE,8,https://img.pokemondb.net/sprites/home/normal/pincurchin.png
872,Snom,Ice,Bug,185,30,25,35,45,30,20,FALSE,8,https://img.pokemondb.net/sprites/home/normal/snom.png
873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,FALSE,8,https://img.pokemondb.net/sprites/home/normal/frosmoth.png
874,Stonjourner,Rock,NA,470,100,125,135,20,20,70,FALSE,8,https://img.pokemondb.net/sprites/home/normal/stonjourner.png
875,Eiscue Ice Face,Ice,NA,470,75,80,110,65,90,50,FALSE,8,https://img.pokemondb.net/sprites/home/normal/eiscue-ice-face.png
875,Eiscue Noice Face,Ice,NA,470,75,80,70,65,50,130,FALSE,8,https://img.pokemondb.net/sprites/home/normal/eiscue-noice-face.png
876,Indeedee Male,Psychic,Normal,475,60,65,55,105,95,95,FALSE,8,https://img.pokemondb.net/sprites/home/normal/indeedee-male.png
876,Indeedee Female,Psychic,Normal,475,70,55,65,95,105,85,FALSE,8,https://img.pokemondb.net/sprites/home/normal/indeedee-female.png
877,Morpeko Full Belly Mode,Electric,Dark,436,58,95,58,70,58,97,FALSE,8,https://img.pokemondb.net/sprites/home/normal/morpeko-full-belly-mode.png
